"","SES_bl","SES_lec_0","SES_lec_1","SES_lec_2","SES_ori_0","SES_ori_1","SES_nest_1","SES_nest_2","SES_nest_3","SES_nest_4","SES_nest_5","SES_soc_1","SES_soc_2","SES_soc_3","SES_soc_4","SES_bsor","SES_bsim","SES_bsne","SES_fbsor","SES_fbsim","SES_fbsne"
"C9",-0.0752943434660626,-3.0364489237244,4.51805742409161,-2.39789745858805,-3.03721435274988,3.03721435274987,-3.1995462381224,1.99688775233691,2.20412399792039,-0.00754412051318862,1.32242139949004,3.21230372711139,-1.28813858422439,3.12439618430482,-3.28067277252157,-31.5518556200958,-55.1420856729978,34.0973616379646,4.19107973275588,-0.99449384664319,3.17653106169789
"Esperanza",-0.573531521569923,-2.7734330703893,4.0032261764813,-2.1601621859651,-3.83797100470775,3.83797100470777,-2.03269244746458,1.03760567431369,1.64934384999186,0.449206394490794,0.629603857634072,2.90687118650966,-1.51533683871301,3.42580852902628,-2.89370575696339,-45.2342536997722,-63.2769410807416,35.8046146359323,3.14569894449941,0.622970859292968,2.61210935762745
"Fairfax",-0.587057192973165,-2.39251496331741,4.26212783929465,-2.77627851946032,-1.91286430023923,1.91286430023922,-1.48473898732587,-0.312669537272366,2.61801132794464,0.197749933209447,1.58708923955118,3.57776986870701,-2.88023746723062,3.11363497675015,-2.64306170497383,-38.4272349720851,-60.4374143874142,33.9872611775625,4.54957071753167,-0.594236686196312,3.48570669555273
"LonnieBurten",-1.65577603018568,-1.61753767212117,3.33058064247081,-2.45715865568396,-2.20067718038483,2.20067718038483,-1.4508911590564,-0.10202534039395,1.17005797559772,1.58895035252128,1.64447198814979,4.19633964098104,-3.35922987691876,3.16720741520616,-1.88537154632068,-32.1977071738916,-48.6094314548672,26.1115047777119,4.05691921106902,-1.14518218467181,3.93382326677641
"Midtown",-0.241365123469757,-3.129903356615,4.6367644112349,-2.46554413815992,-2.22703185616855,2.22703185616854,-2.42127146952243,1.15245091478659,2.1700872113616,0.0384227083857279,1.2986669624939,2.91531709737957,-1.85757363196364,3.75055553907681,-3.40066330863266,-30.6088611015236,-56.3675158970498,36.337616423464,5.05018438262817,-1.58305415136307,3.98322600686489
"SlavicVillage",-0.747731980465648,-2.26227390240935,3.73212163877579,-2.28965759477493,-3.73581960329864,3.73581960329864,-2.00372467239013,0.138224794761184,1.06220298430853,1.39941088860983,2.80650572866853,3.39057016560504,-2.01410259792709,2.72365467459738,-2.46379665026935,-35.2533607068915,-55.7183318962207,32.646011111903,5.86213055458329,-1.65117317850689,5.29201094656039
"BU1",1.23003183381516,-2.81260526490249,5.05908557886423,-3.14804748882037,-5.3856842097695,5.38568420976949,-5.2592221961419,2.33806464092642,4.02334147337216,1.81003946140233,1.84761878378534,2.89027384123112,-0.939273144263941,2.17696912194612,-2.97577363757949,-40.832443707504,-55.5368987060174,27.4214947149162,5.12733760085419,1.34936894762831,3.79732414797659
"CE1",-1.28171238608676,-2.25278534652004,3.86525704970893,-2.45647207757973,-4.76553300903212,4.76553300903211,-0.992981568719398,0.976558610220863,1.18614617079129,-0.677244707336922,-0.659347076195037,2.08667908348078,-0.843307392984213,2.94312783946139,-2.38651618197171,-40.442446626696,-57.2719995807937,40.4868985684023,2.35594384300113,0.260961814883695,2.54480952791506
"DS1",0.234872529787676,-2.05030115213528,3.63595632744209,-2.27656424966737,-1.66953825605479,1.66953825605479,-1.54692895605939,-0.526808897031435,3.7643685174696,-0.59264447192988,1.11403601399654,0.176529831371451,-2.08313104320813,4.05212815106568,-2.15733542889933,-39.7119910194941,-59.7139562817092,48.1906092427383,3.08692445762244,0.727851907300999,2.93404545711352
"FA1",-1.13255991996407,-2.58064850245385,4.35474816573674,-2.87668758480138,-6.92808749383344,6.92808749383344,-4.4129197948082,2.51596779531591,3.85557386365229,0.639409842479823,0.790209940294222,2.55437358316612,-1.10318346012336,3.32040885614735,-2.75484562450268,-46.3639825116377,-62.1712248986882,33.9456859955637,5.5795518565092,2.26955232154213,4.5782796215005
"GL1",-1.53417578081554,-1.44839286612325,3.04692033467713,-2.32283134699215,-3.78979443540966,3.78979443540966,-1.40142815895479,1.19769654772133,-0.887088688471964,-0.636583623720859,3.16143769007378,1.14703043106157,-0.31836594233121,0.439828279975385,-1.62583417586922,-34.7075008490572,-51.7775555585196,41.0629507556752,1.12412722996962,0.555884714510225,0.85753015412068
"HO1",-1.4071421165824,-1.83674938080758,3.69008747778331,-2.72334905920287,-3.48422525098369,3.48422525098369,-1.71700428673936,0.772201266755657,1.00475463019468,2.37128297884157,-0.66165957433623,2.78698773628865,-2.22648327126117,2.59983061303323,-1.9952660782888,-43.5787568993362,-60.0111757292553,37.8424800135441,2.61772689398134,2.3047690635644,1.30965569072659
"SV1",-1.61793256224365,-1.99871494277129,4.26757961002139,-3.23436799035146,-1.50736425388757,1.50736425388757,-2.44992299893474,1.19440944353443,1.32368800245033,0.428646703757793,2.03463278603042,2.70338942958885,-2.33223492494894,2.96763705138449,-2.17612183918074,-36.7935130018181,-52.5030970581218,27.9186314591569,4.32424215591738,2.13757050968337,2.0608982009703
"TR1",-0.711732379349378,-2.88539314430387,4.37379875852678,-2.31963889139927,-5.16184904271115,5.16184904271115,-2.78474897207375,1.10833394982844,2.21914535774045,0.406096371479501,1.86187615050446,3.51520497689928,-1.33570552679844,2.54817515983237,-3.05053811561808,-47.9846041052416,-67.8120842674352,36.7284905912044,2.47432185787417,-0.389710164653392,2.51349718425148
"BU4",-0.911082861552957,-2.44819524410867,4.42391221892563,-2.84021638756423,-4.15453228458343,4.15453228458342,-4.92791618164154,1.70976773127291,5.11810862929171,2.07242109627847,0.920688729738391,-0.243570275641408,-1.66490446908733,4.62182973491034,-2.56205111724108,-37.1367968180054,-49.3969836235511,25.7167882105293,7.13410187799026,5.77220139363656,3.16441584460899
"CE4",0.908998117761434,-2.32950299319321,4.07370376214536,-2.56981252061898,-4.42812377411195,4.42812377411195,-1.71285658577587,-0.418322097819185,4.32772513607236,0.870826976430223,-0.674240021682405,3.89887088757762,-2.73889183993132,3.74977689749565,-2.42685551481726,-50.1751714060769,-68.9061553599019,45.4250166883024,4.50912261956643,0.605322009308623,5.02960554016379
"DS4",0.653772614602758,-2.74436216985294,4.1726216886728,-2.09249840040859,-7.35888212869801,7.35888212869803,-4.10678899459488,1.95713736573412,2.5762252758603,0.512702614275907,3.57562531825804,2.04329874685747,0.0458979370333667,1.73402279842221,-2.93607579118315,-50.3482571661394,-69.5442586776608,37.6634339976456,2.65202159361627,-0.0156388772779732,2.83953843093384
"FA4",-1.65383102515356,-2.47915045075673,4.18767456716404,-2.5984261547539,-3.42200061085485,3.42200061085485,-2.16786530458337,1.26622854189717,2.20726624176616,0.780979967423886,-0.672833215038577,2.67287252612729,-1.36737102088812,2.53825949240415,-2.59981959152171,-51.5633521762758,-71.0221284335227,45.1786265062929,3.5311722664623,0.921919703098229,3.44793197117799
"GL4",-1.5163969687277,-1.04218653412576,3.99412716528356,-3.6025024316687,-5.22569675421613,5.22569675421612,-2.41850262817128,1.0771516041378,2.6079442166866,0.237780878459577,0.377154321447149,3.00419295794164,-1.70235180372878,0.811677577472701,-1.27060912405181,-37.5030475070967,-58.8630621326438,33.5419981120593,5.16869510801689,1.40431803047744,2.55744230187051
"HO4",-0.442347355640667,-1.9493382170743,4.16986004415729,-2.7735874157761,-3.96403822202236,3.96403822202236,-3.05731062124544,0.374981122963929,3.89887088757762,2.19941387138393,0.77901214459079,2.45912237079806,-1.91872691768064,3.22160684511652,-2.08330336904877,-47.6590121899672,-63.0442996463826,33.3179777855991,3.85390138250113,3.25626103368837,1.58576322559598
"SV4",-0.919476291936358,-2.33112603529785,4.14740650664785,-2.53983799567359,-5.3578088734703,5.35780887347029,-2.79215717839096,1.34978095142191,2.56218119949719,0.447878599340302,0.633401300213114,1.18143074914619,-0.866653506806815,3.21379014308293,-2.50804661121858,-43.6126463858378,-60.3048115484303,31.1888693647853,3.92078188388968,-2.32374799242189,5.88132874908963
"TR4",-0.973389634473561,-2.47298522591207,3.85505254373474,-2.1706995338399,-6.73595809548662,6.73595809548662,-3.32276421874729,1.73154480379754,2.90961038834289,0.715789391170386,0.915100773780251,0.70055126966316,-1.09543682720022,2.35803269587218,-2.64834935211898,-44.6162828842333,-59.0648442008022,32.8273096830162,1.43158299156849,-0.686022465557799,2.29659760175974
"BU6",-1.01579984016216,-2.66511916333043,4.29395808149933,-2.58015727443446,-7.65780203881845,7.65780203881845,-4.38875244181578,2.66655662541353,1.62119316385532,0.519768481014307,3.73507750194403,1.33180623963406,0.257118863637942,1.81312812310118,-2.84283289690538,-44.6429999716206,-61.1344400029921,31.696208822899,2.22678980367529,-0.667358708681662,2.84595753161852
"CE6",-1.28001223697802,-2.67906042223821,4.88146499834276,-2.99242666381234,-7.92562683575872,7.92562683575871,-3.00102837232175,2.49364000352904,2.67813548662342,-0.803862283828005,-0.756905766621112,2.15828127063613,-0.903726579900917,2.85864404394461,-2.86073949484189,-48.3792482906503,-66.2934465763692,35.1139396937843,4.92202472167459,1.88898414001621,3.44247923664668
"DS6",-0.202877632750298,-2.22960805875527,3.53374928405806,-2.0141434973278,-2.47145705639396,2.47145705639396,-1.91887436510272,-0.302167805680401,3.30071510540441,0.80777849339517,0.98178020095896,0.842975027868462,-1.47869722073777,2.59584342073855,-2.40829844778338,-40.1252633551038,-54.7362058451228,34.6571471014205,1.25368827920169,-0.21414896191858,1.71957075081187
"FA6",-0.524353074530894,-2.52079383055312,4.77873526680565,-3.314928784544,-6.69362082359248,6.69362082359248,-4.4034057465264,2.97110134688106,3.09006769149689,0.353462627301021,0.516963150352845,1.70948328380567,-1.17534451792852,2.36379464566626,-2.30367039863298,-45.5117631969384,-65.3403150183358,34.9018043410004,3.62074950618607,0.174231193666093,2.78571776807312
"GL6",-0.504699188105136,-2.34718053568093,4.12254882172834,-2.68462293631345,-5.38838654156873,5.38838654156872,-4.28293076272963,1.86655780403926,3.64731258522036,0.254682626094131,2.74843171655728,2.19192654336914,-1.67359489374474,3.697156680956,-2.58592912081868,-37.4671432561884,-57.7365056304784,32.7354640788824,4.5761069342111,-1.0243010801337,3.90400091171513
"HO6",-2.70145402280988,-2.21322577996303,4.3678395305131,-3.05317645071963,-3.40404960440922,3.40404960440923,-2.74385597612831,2.00368493306889,2.29658077522996,0.447799320046576,-0.784585382880083,2.08268633061752,-1.45473413350452,2.08116988968164,-1.87445807792541,-45.0670184880631,-62.8874387239352,35.6135089410358,3.57563943597522,1.39332439263242,2.36031168139799
"SV6",-1.59839786475244,-2.13424314663057,3.70408981284203,-2.28245558409701,-6.04347515566564,6.04347515566565,-2.41381873186722,1.78157726070022,1.48985737542144,1.02830581376296,-0.608164314602238,1.15288703589372,-1.33299355439608,3.17802781572989,-2.25194999429401,-37.1713506562743,-53.2910852027663,38.4300761361576,2.68969610749111,0.865657371819585,2.4928028652695
"TR6",-0.642501121670402,-3.0205481272957,4.55254209818618,-2.60980870291656,-7.1256532752484,7.1256532752484,-4.17392862744817,2.57526025437084,2.88153270866704,0.203092790930697,1.68595451988658,2.36419767032469,-0.617322150123326,2.42060126073371,-3.21652542143373,-42.7706922112211,-64.9322646351326,35.9230965994485,3.27355353286533,0.414209907251953,2.15834211831283
"BU8",-2.58688085563641,-2.23580341627045,4.04872342154253,-2.46649999312365,-6.00775055074163,6.00775055074162,-4.8396759847874,3.9576345270397,1.22060943886031,0.958587809593836,1.10761669615485,3.0747869203996,-0.388213504293562,0.217234339077729,-1.81079346814677,-40.386948674575,-57.0598837353172,39.8100158971054,3.02742287261696,1.32929219338195,2.50244241252562
"CE8",-0.962098152040691,-2.50999535692325,4.4695866517581,-2.74893881876683,-3.20807672899525,3.20807672899524,-3.32782775967725,1.62570757297266,3.02210444773688,0.636508945839087,0.94606551620603,1.51387497102491,-0.841360018308099,2.93120763171831,-2.62439593944616,-44.8572183039853,-60.4799645669751,34.9490110543497,5.42111122064376,2.26531642756242,4.71831261851157
"DS8",0.82862876645923,-1.99673592515725,3.49512629477944,-2.13909755974855,-6.11918304085694,6.11918304085695,-2.97957176186229,0.236736140335449,5.16502085435115,1.17351930701216,-0.537647902746461,2.4695079818894,-2.33496734226352,3.44748515382646,-2.13155461393687,-45.478201722609,-69.0539753250266,55.8994665235807,3.31416417445224,-0.575133035602428,3.92761686534522
"FA8",0.706752884663296,-2.35549881358588,3.93102080086972,-2.46728706294967,-3.53440192123288,3.53440192123289,-3.91493529116737,0.248752495757613,5.54058786692638,3.92873246337505,-0.650518535691105,4.80980174125013,-2.96878597398019,3.33437243500492,-2.5287391497492,-41.6629291222756,-58.0543045722389,39.9255084561409,3.34323399851162,0.400439592179743,3.51765287131155
"GL8",-0.901572476966998,-1.78226255866215,4.04931240872472,-3.06562744216547,-3.43023291996701,3.430232919967,-3.19990967292218,0.969567324109567,4.46255701127561,1.9030711784624,-0.814967892101753,1.96907632420763,-2.44711392592163,3.58083815211879,-1.99299498752015,-47.1501829867252,-64.5210540147773,32.4999556045642,3.68684707871027,1.7550142119294,2.12652714213922
"HO8",-0.00901772655343272,-1.94683946668984,3.5286345001878,-2.27091041170619,-7.78474694962513,7.78474694962513,-2.73811914600361,1.41659654503373,2.72875853687444,1.08377322902792,-0.595571228563618,3.40095087581898,-1.0785350554634,1.90463789896728,-2.05890868461555,-45.0276796585381,-67.1085355841814,52.8478731367089,2.75584051025134,0.503841164657116,2.68177028897342
"SV8",1.05853167415037,-2.32153798887866,4.09830356361469,-2.50584071793851,-2.74641305929124,2.74641305929124,-2.22440573513089,-0.423014262537178,4.47844585236536,0.564573259779592,0.724979675130499,3.07898424521226,-2.40672701710338,4.11421533888033,-2.50119446419778,-48.0622231906366,-65.8358238635463,36.3550113145725,3.01522304690202,-0.362353266737278,3.43342525857571
"TR8",-0.0535936135822797,-1.90456261333454,3.47177873385858,-2.28985127731542,-7.28295772601472,7.28295772601471,-3.7014237446,2.59363309361121,3.99621698869966,-0.77079884074515,-0.687147965893411,0.671067757684421,-0.0126013415921547,1.70714789295236,-2.08214230040636,-43.3528646330115,-59.1395807609552,34.3412953566633,2.19368835172317,-2.43627514399391,4.94379451293791
"T1-C",0.0665980841434747,-1.22797775728769,2.17706568278709,-1.38193703066516,0.533527660975233,-0.533527660975233,0.614328426662851,-1.22111220627171,1.364936086894,-0.35923362440005,-0.378445302457011,3.10194930654623,-1.92410677865471,2.43010802260034,-1.31591194395986,-11.1462798619043,-33.9222647803368,30.4566650152302,1.17860940512449,-0.891437984048966,1.55267029770295
"T1-D",-0.687315997110698,-0.96637324503257,1.66120584157838,-1.08141340316674,-2.02033307763576,2.02033307763576,0.0775342664802176,0.328619878928832,-0.412157206135946,-0.280813100200876,-0.285154279334917,1.62741846533042,-0.291184169137555,0.651336135408762,-1.04624703108407,-11.0872247526029,-43.8845364887977,40.2127321283011,-0.205197233690366,-0.671424087066779,0.520952631345025
"T1-F",-0.0828496529838342,-0.329693885612572,1.50942486238025,-1.5242978864814,0.56703765508548,-0.567037655085481,-0.113174231624867,-0.254242984300266,-0.589158258263415,-0.385900382794374,2.09397121100379,4.50233031446017,-2.2864217035049,1.01992969184638,-0.439728476332418,-13.0224627953544,-32.6728384729345,27.7497550921012,0.211009661143876,2.32858238374816,-0.977794980452173
"T1-G",1.23493289675981,-1.1461850093744,2.08670322718687,-1.23970929632149,0.487263386108111,-0.487263386108111,0.341161784383382,-1.05919390196571,-0.511365274222525,-0.348912593008042,3.32050105905013,5.19901315944925,-1.6134401108636,0.411662031385106,-1.21190202133683,-8.8867921140179,-30.8455745022885,27.6641253958262,0.596547931521284,-0.342140384103351,0.724670457269886
"T1-H",0.0613179042831227,-0.963601162089512,1.79298756507568,-1.10636830834855,-4.61980259436248,4.61980259436248,-1.08833662310034,0.345958543505754,2.04454965810877,-0.293258420426347,-0.26583592586223,3.94081170163774,-1.30634053454935,0.607780388709527,-1.02497497564027,-8.62588506819303,-36.2109819111618,33.2108098454003,0.747977550130244,-0.48449610617738,0.868613847271902
"T1-SV",-1.63092858071813,-1.3126786044627,1.36392457380171,-0.387915345345357,0.515439424004138,-0.515439424004137,1.52195603514178,-1.18119018733076,-0.546861351039827,-0.37277661645952,-0.315178120308756,3.08469496334508,-1.98846298389984,1.228418244863,-1.39909596700695,-11.645276974479,-34.9044568232764,31.4608373761564,1.49892941317742,2.66305163713473,-0.149917292236941
"T1-TM",0.904531092938666,-1.32961045782893,2.3499109985591,-1.4435094374787,-2.90201947255248,2.90201947255248,-0.0216909986123171,-0.310155134086778,1.20106402535142,-0.445065253389975,-0.389034163902045,2.69056389136573,-1.5355844396563,2.15078269848196,-1.41080259344619,-22.1169320212841,-52.8962151096291,46.4232331810279,0.566004440903214,-0.522273155163031,0.789373724261055
"T6-SV",-0.835636675673462,-1.40669632024788,1.78927820003124,-0.727440570134576,-6.4251509939487,6.4251509939487,-2.2850712454926,2.41097198783346,1.03509017645604,-0.423321036453231,-0.416559007393164,-0.704169618987155,1.10983134609174,0.844334526258836,-1.50919652278954,-17.2749078907206,-40.4572953417603,36.8494633142442,-0.9450718798353,-0.064850432320181,-0.869318740859726
"T6-TM",-0.56859325916719,-1.67275553331707,2.32487182411636,-1.15380440187798,-5.29909874101096,5.29909874101096,-2.8644481728557,2.44542361320314,0.633665670347094,-0.478495003620995,1.72431032261928,1.91433807837965,0.487986903260781,0.337901108758347,-1.78382174908973,-28.742629546791,-52.4391186041635,45.8123142358035,-0.146351418908259,-0.104484196098867,-0.0959831269479854
"T7-H",1.95686579650406,-1.65886296524414,2.28627795232426,-1.03044762074952,-0.873688302088803,0.873688302088803,-0.246327911600337,-0.673137219585908,2.36251229861886,-0.487838726642531,-0.446271197910082,0.689184850556781,-0.438280162662576,1.49129206825106,-1.75916163953487,-14.8415151477176,-31.605168995108,28.891375492902,1.43301662961157,3.66411561967902,-0.26942521845975
"T7-SV",-1.49646290503214,-0.692741825883644,2.1001989454925,-1.73270160445543,-0.984447575939873,0.984447575939872,0.311997079138474,-0.541333270425162,-0.679818601849678,-0.462017200736729,1.95030106633781,2.24169060255082,-2.05780471087474,2.60546653781621,-0.791455428103138,-17.3973106344203,-36.8012496010393,31.9376168312626,0.683073469007642,2.21010727002523,-0.380610420870777
"T8-BE",-1.54851302682688,-1.30653311027891,2.76597888738776,-2.10191978036035,-3.22639158758091,3.22639158758092,-2.02083994051517,1.73606339272557,-0.866394447291948,1.22301872060174,1.49531102209445,4.95851218657215,-1.03337504812504,-0.76212951274195,-1.44962335001207,-33.2816198086994,-54.0803964521553,47.9000396906712,0.728852197655653,0.559586892194291,0.449020750105963
"T8-C",0.789701174225361,-1.46790462712456,2.59852805602735,-1.67687960715184,-0.962568383786209,0.962568383786209,-0.410315510150332,-1.4449040325752,2.50940578781529,-0.477507936042513,1.91824662489748,3.55555597692416,-3.43190764760767,4.65953492621619,-1.58150231471364,-28.7542842416467,-58.4704572541785,51.3103939419614,2.0696921826881,-0.58201462230624,2.23004138861743
"T8-D",1.18654726796197,-1.49122112883404,2.0275911631369,-0.912807119564249,-0.923223133707232,0.923223133707232,-1.95421813373296,-1.44992326102845,2.62355167881936,1.91137798182742,4.75815407213339,3.95926196936964,-2.25109173480343,2.65892566784454,-1.58294670893603,-26.5065968206097,-54.6853070852538,48.0936573646753,0.378439291871833,0.908543935327986,-0.061717231208441
"T8-F",0.589533381892999,-2.08737471211843,2.61160358667937,-1.0654290111262,-0.382093224893849,0.38209322489385,-1.53884027883005,-0.545269498767427,2.75244731732432,1.0956483341571,1.39351193956702,2.24476933698607,-2.58051484156021,5.08370361718245,-2.18268002849319,-38.947426763617,-59.2406156167806,48.4518856523605,2.32849396540373,2.66347793794194,0.909287284295296
"T8-G",-0.756451750336074,-2.06574843159028,3.12081325401154,-1.75402983025965,-4.17414139925171,4.17414139925171,-0.378889812583817,0.0396297977800808,0.321514034850365,-0.635139223151303,1.29924602310487,2.31398182725897,-0.0581151672800122,1.27303374147947,-2.18046801391714,-28.1137085430223,-44.3648768549019,37.9839676860265,0.774796208497611,0.0370924577377443,0.822867043972582
